Timestamp,Price,Volume,Field4,Field5,Field6,Field7,Field8
1656518247,0.35,70,0.0,0,,,
1656577057,0.4,78,0.0,0,,,
1656668952,0.32,68,0.0,0,,,
1656755338,0.3,80,0.0,0,,,
1656841736,0.36,73,0.0,0,,,
1656928153,0.3,113,0.0,0,,,
1657014551,0.31,99,0.0,0,,,
1657102388,0.44,85,0.0,0,,,
1657188786,0.42,68,0.0,0,,,
1657275236,0.42,91,0.0,0,,,
1657361983,0.51,97,0.0,0,,,
1657448378,0.51,109,0.0,0,,,
1657534964,0.51,103,0.0,0,,,
1657621385,0.41,117,0.0,0,,,
1657707781,0.45,92,0.0,0,,,
1657794226,0.42,130,0.0,0,,,
1657880623,0.37,147,0.0,0,,,
1657967039,0.38,106,0.0,0,,,
1658053446,0.44,104,0.0,0,,,
1658139865,0.41,143,0.0,0,,,
1658226282,0.41,126,0.0,0,,,
1658312683,0.43,98,0.0,0,,,
1658399078,0.5,116,0.0,0,,,
1658485496,0.42,118,0.0,0,,,
1658571925,0.39,125,0.0,0,,,
1658658323,0.42,107,0.0,0,,,
1658744720,0.45,111,0.0,0,,,
1658831119,0.47,101,0.0,0,,,
1658917564,0.36,94,0.0,0,,,
1659003962,0.4,120,0.0,0,,,
1659090377,0.44,134,0.0,0,,,
1659176771,0.4,136,0.0,0,,,
1659263280,0.45,113,0.0,0,,,
1659349718,0.55,116,0.0,0,,,
1659436116,1.06,85,0.0,0,,,
1659522508,0.5,124,0.0,0,,,
1659608903,0.46,172,0.0,0,,,
1659695295,0.5,168,0.0,0,,,
1659781688,0.69,136,0.0,0,,,
1659868075,0.51,133,0.0,0,,,
1659954467,0.6,106,0.0,0,,,
1660040861,0.71,93,0.0,0,,,
1660127264,0.87,107,0.0,0,,,
1660213655,0.65,112,0.0,0,,,
1660300056,0.55,119,0.0,0,,,
1660386457,0.53,161,0.0,0,,,
1660472858,0.53,109,0.0,0,,,
1660559236,0.49,143,0.0,0,,,
1660645625,0.49,147,0.0,0,,,
1660732021,0.45,124,0.0,0,,,
1660818421,0.43,124,0.0,0,,,
1660904815,0.48,108,0.0,0,,,
1660991216,0.51,92,0.0,0,,,
1661077582,0.53,103,0.0,0,,,
1661163982,0.5,118,0.0,0,,,
1661250311,0.48,120,0.0,0,,,
1661336705,0.6,96,0.0,0,,,
1661423243,0.47,138,0.0,0,,,
1661509640,0.55,144,0.0,0,,,
1661596033,0.65,124,0.0,0,,,
1661682426,0.65,160,0.0,0,,,
1661768829,0.73,97,0.0,0,,,
1661855227,0.49,142,0.0,0,,,
1661942488,0.54,97,0.0,0,,,
1662028883,0.54,98,0.0,0,,,
1662115275,0.52,104,0.0,0,,,
1662201666,0.45,95,0.0,0,,,
1662288057,0.47,106,0.0,0,,,
1662374470,0.51,135,0.0,0,,,
1662460875,0.48,119,0.0,0,,,
1662547283,0.47,140,0.0,0,,,
1662634171,0.53,118,0.0,0,,,
1662732196,0.59,125,0.0,0,,,
1662789798,0.56,128,0.0,0,,,
1662904560,0.59,126,0.0,0,,,
1662991370,0.46,161,0.0,0,,,
1663077832,0.46,132,0.0,0,,,
1663164291,0.46,145,0.0,0,,,
1663250823,0.48,121,0.0,0,,,
1663337268,0.54,135,0.0,0,,,
1663423743,0.46,145,0.0,0,,,
1663510150,0.54,115,0.0,0,,,
1663596568,0.6,101,0.0,0,,,
1663682974,0.49,100,0.0,0,,,
1663769384,0.48,95,0.0,0,,,
1663855780,0.5,109,0.0,0,,,
1663942174,0.51,93,0.0,0,,,
1664028569,0.61,102,0.0,0,,,
1664114963,0.63,93,0.0,0,,,
1664201377,0.56,106,0.0,0,,,
1664287766,0.5,105,0.0,0,,,
1664374159,0.5,105,0.0,0,,,
1664460550,0.45,120,0.0,0,,,
1664546932,0.56,118,0.0,0,,,
1664633291,0.46,113,0.0,0,,,
1664719690,0.5,111,0.0,0,,,
1664806092,0.43,120,0.0,0,,,
1664892510,0.69,71,0.0,0,,,
1664978919,0.62,68,0.0,0,,,
1665065329,0.62,77,0.0,0,,,
1665151732,0.61,84,0.0,0,,,
1665238135,0.51,103,0.0,0,,,
1665324536,0.6,102,0.0,0,,,
1665410930,0.6,114,0.0,0,,,
1665497322,0.6,124,0.0,0,,,
1665583721,0.54,139,0.0,0,,,
1665670118,0.54,126,0.0,0,,,
1665756527,0.45,128,0.0,0,,,
1665842925,0.57,112,0.0,0,,,
1665929310,0.49,157,0.0,0,,,
1666015703,0.56,100,0.0,0,,,
1666102097,0.56,110,0.0,0,,,
1666188470,0.74,81,0.0,0,,,
1666274864,0.56,125,0.0,0,,,
1666361256,0.52,122,0.0,0,,,
1666447659,0.56,129,0.0,0,,,
1666535557,0.55,129,0.0,0,,,
1666621980,0.51,144,0.0,0,,,
1666708397,0.5,142,0.0,0,,,
1666794808,0.72,126,0.0,0,,,
1666881222,0.59,159,0.0,0,,,
1666967688,0.56,143,0.0,0,,,
1667054237,0.52,187,0.0,0,,,
1667141448,0.6,171,0.0,0,,,
1667221841,0.54,187,0.0,0,,,
1667308418,0.55,184,0.0,0,,,
1667391777,0.61,174,0.0,0,,,
1667478180,0.56,134,0.0,0,,,
1667564311,0.77,103,0.0,0,,,
1667650710,0.61,133,0.0,0,,,
1667737114,0.59,127,0.47,84,,,
1667823515,0.55,128,0.51,125,,,
1667909954,0.56,136,0.5,125,,,
1667996356,0.65,135,0.56,130,,,
1668082757,0.54,168,0.55,137,,,
1668169149,0.54,125,0.55,135,,,
1668255562,0.56,127,0.5,139,,,
1668341961,0.56,100,0.5,134,,,
1668428385,0.54,98,0.51,138,,,
1668514783,0.53,138,0.51,134,,,
1668601177,0.53,124,0.5,145,,,
1668687580,0.76,116,0.46,139,,,
1668773964,0.61,217,0.51,145,,,
1668866309,0.51,172,0.46,123,,,
1668952745,0.72,107,0.45,121,,,
1669039145,0.6,137,0.45,121,,,
1669125546,0.7,120,0.65,122,,,
1669211945,0.63,151,0.47,129,,,
1669298340,0.69,137,0.46,127,,,
1669384730,0.63,153,0.45,154,,,
1669471130,0.55,178,0.44,123,,,
1669557531,0.56,190,0.46,124,,,
1669643925,0.67,175,0.47,134,,,
1669730321,0.63,136,0.5,145,,,
1669816720,0.64,156,0.5,140,,,
1669903117,0.7,129,0.55,115,,,
1669989515,0.65,148,0.5,114,,,
1670075914,0.66,136,0.5,129,,,
1670162267,0.65,160,0.47,127,,,
1670248667,0.7,175,0.49,135,,,
1670335066,0.65,206,0.52,135,,,
1670421465,0.63,142,0.49,145,,,
1670507867,0.63,134,0.52,148,,,
1670536667,0.59,133,0.52,148,,,
1670763682,0.49,162,0.47,124,,,
1670850061,0.46,189,0.47,124,,,
1670936186,0.64,183,0.49,119,,,
1671022583,0.61,184,0.49,135,,,
1671108985,0.55,195,0.51,133,,,
1671195380,0.45,200,0.46,111,,,
1671281776,0.49,204,0.45,127,,,
1671367813,0.63,204,0.6,130,,,
1671454206,0.46,259,0.43,110,,,
1671540605,0.52,291,0.45,120,,,
1671626971,0.45,302,0.43,110,,,
1671713098,0.43,294,0.44,111,,,
1671799494,0.4,317,0.44,95,,,
1671885893,0.49,340,0.38,90,,,
1671972290,0.44,362,0.38,122,,,
1672058687,0.54,344,0.5,122,,,
1672145085,0.46,324,0.4,130,,,
1672231470,0.46,331,0.41,210,,,
1672317886,0.43,356,0.38,119,,,
1672404287,0.39,397,0.36,130,,,
1672490682,0.41,387,0.36,102,,,
1672577082,0.47,372,0.4,111,,,
1672663483,0.43,443,0.39,107,,,
1672749894,0.4,380,0.39,111,,,
1672836295,0.5,389,0.41,83,,,
1672922694,0.47,374,0.42,91,,,
1673009097,0.4,322,0.41,101,,,
1673095496,0.47,304,0.39,90,,,
1673181893,0.62,268,0.5,115,,,
1673268308,0.51,259,0.5,112,,,
1673354721,0.61,274,0.5,87,,,
1673441124,0.61,264,0.51,81,,,
1673527529,0.83,240,0.51,98,,,
1673613929,0.63,248,0.57,76,,,
1673700335,0.72,214,0.51,76,,,
1673786735,0.64,201,0.41,75,,,
1673873179,0.54,212,0.51,111,,,
1673959673,0.55,249,0.51,161,,,
1674046071,0.62,253,0.51,160,,,
1674132483,0.64,246,0.44,161,,,
1674218878,0.59,269,0.48,168,,,
1674305277,0.59,267,0.49,176,,,
1674391677,0.62,251,0.49,175,,,
1674478070,0.6,246,0.52,161,,,
1674564471,0.6,290,0.53,174,,,
1674650870,0.66,289,0.6,173,,,
1674737265,0.66,255,0.6,177,,,
1674823665,0.64,272,0.6,273,,,
1674910061,0.67,287,0.61,169,,,
1674996461,0.62,303,0.53,163,,,
1675082860,0.54,319,0.53,121,,,
1675169264,0.57,282,0.56,173,,,
1675255664,0.71,239,0.59,162,,,
1675342067,0.56,267,0.57,158,,,
1675431244,0.62,271,0.57,163,,,
1675517644,0.56,265,0.57,168,,,
1675604021,0.59,246,0.52,245,,,
1675690419,0.55,306,0.56,141,,,
1675776819,0.59,289,0.52,134,,,
1675863217,0.52,322,0.52,117,,,
1675949618,0.56,284,0.52,112,,,
1676035791,0.62,263,0.55,115,,,
1676122197,0.73,236,0.5,161,,,
1676208212,0.74,267,0.55,337,,,
1676294383,0.75,259,0.56,230,,,
1676381512,0.69,251,0.56,194,,,
1676468109,0.68,268,0.57,285,,,
1676554670,0.67,258,0.57,283,,,
1676641501,0.64,289,0.59,292,,,
1676730115,0.71,162,0.61,302,,,
1676821701,0.79,114,0.7,309,,,
1676908393,0.76,133,0.7,425,,,
1676995172,0.76,132,0.65,311,,,
1677067415,0.85,108,0.67,363,,,
1677154677,0.74,164,0.68,355,,,
1677241237,0.67,150,0.68,286,,,
1677327929,0.83,115,0.64,283,,,
1677414837,0.79,242,0.65,268,,,
1677501317,0.66,278,0.65,259,,,
1677588806,0.76,260,0.64,252,,,
1677676472,0.83,254,0.66,357,,,
1677762829,0.83,231,0.67,330,,,
1677849521,0.75,238,0.65,327,,,
1677936338,0.67,223,0.65,294,,,
1678022741,0.84,113,0.68,319,,,
1678109608,0.96,104,0.68,324,,,
1678196525,0.83,90,0.74,378,,,
1678283196,0.73,113,0.74,374,,,
1678369749,0.87,98,0.74,270,,,
1678456444,0.74,167,0.74,269,,,
1678543135,0.84,146,0.74,270,,,
1678629743,0.85,117,0.69,200,,,
1678716369,0.78,164,0.72,469,,,
1678803417,0.88,131,0.8,420,,,
1678889973,0.78,114,0.7,337,,,
1678976878,0.76,128,0.69,333,,,
1679063707,0.74,147,0.7,185,,,
1679150593,0.7,148,0.63,149,,,
1679237221,0.87,144,0.64,132,,,
1679324023,0.87,156,0.7,173,,,
1679410715,0.87,137,0.6,275,,,
1679497293,0.82,144,0.51,73,,,
1679575572,0.78,136,0.5,71,,,
1679662308,0.78,164,0.51,189,,,
1679749625,0.95,140,0.54,190,,,
1679836286,0.71,195,0.54,189,,,
1679922860,0.79,224,0.53,188,,,
1680009565,0.77,254,0.52,173,,,
1680096353,0.72,280,0.55,175,,,
1680182979,0.65,234,0.55,172,,,
1680269723,0.76,200,0.56,202,,,
1680356345,0.79,202,0.6,202,,,
1680443133,0.66,197,0.56,195,,,
1680529849,0.76,167,0.57,196,,,
1680616346,0.75,229,0.6,339,,,
1680703281,1.01,163,0.62,346,,,
1680790010,0.71,164,0.66,361,,,
1680876718,0.77,202,0.68,306,,,
1680963442,0.95,153,0.69,308,,,
1681050140,0.81,153,0.67,189,,,
1681136948,0.88,120,0.7,98,,,
1681223492,0.71,183,0.72,199,,,
1681310220,0.7,156,0.68,171,,,
1681397095,0.88,121,0.68,254,,,
1681483689,0.93,118,0.69,255,,,
1681570573,0.97,163,0.71,272,,,
1681657356,0.82,166,0.7,103,,,
1681731785,0.9,143,0.75,152,,,
1681828968,0.78,161,0.75,161,,,
1681906890,0.79,179,0.75,147,,,
1681997132,0.88,137,0.75,156,,,
1682084131,0.98,102,0.74,253,,,
1682171169,0.81,196,0.74,146,,,
1682257787,0.85,160,0.72,180,,,
1682344424,0.83,145,0.67,178,,,
1682431476,0.73,150,0.63,81,,,
1682518345,0.94,152,0.66,160,,,
1682604935,0.75,164,0.7,275,,,
1682691812,0.79,144,0.7,274,,,
1682778448,0.93,164,0.76,295,,,
1682865922,0.8,168,0.75,265,,,
1682952570,0.67,190,0.67,254,,,
1683039274,0.77,151,0.67,242,,,
1683125785,0.78,144,0.65,140,,,
1683212348,0.76,200,0.63,151,,,
1683289702,0.81,181,0.63,131,,,
1683381422,0.77,178,0.63,215,,,
1683473914,0.77,181,0.7,211,,,
1683550810,1.0,139,0.7,209,,,
1683642886,0.78,185,0.61,214,,,
1683720671,0.72,228,0.6,206,,,
1683813354,0.63,252,0.6,202,,,
1683891372,0.6,267,0.55,201,,,
1683985656,0.69,230,0.55,200,,,
1684079547,0.69,298,0.53,112,,,
1684159188,0.82,205,0.52,94,,,
1684238938,0.84,210,0.6,234,,,
1684332131,0.74,204,0.75,237,,,
1684425429,0.59,216,0.56,170,,,
1684504208,0.63,196,0.54,149,,,
1684582871,0.69,194,0.54,141,,,
1684681738,0.63,202,0.55,161,,,
1684757107,0.62,211,0.55,138,,,
1684843857,0.62,301,0.54,120,,,
1684930525,0.82,185,0.54,111,,,
1685017128,0.74,227,0.55,134,,,
1685103744,0.74,253,0.56,118,,,
1685190627,0.64,258,0.56,194,,,
1685277281,0.56,270,0.56,304,,,
1685363890,0.99,338,1.0,323,,,
1685450525,0.9,199,0.91,297,,,
1685537244,0.9,181,0.92,296,,,
1685624036,0.64,257,0.56,255,,,
1685710712,0.69,334,0.56,271,,,
1685797379,0.61,344,0.56,351,,,
1685884006,0.71,299,0.6,247,,,
1685970600,0.55,432,0.56,203,,,
1686057196,0.65,422,0.56,133,,,
1686143985,0.52,483,0.53,290,,,
1686230718,0.52,466,0.41,204,,,
1686316984,0.56,369,0.5,258,,,
1686403547,0.57,274,0.48,254,,,
1686490394,0.56,242,0.48,251,,,
1686585487,0.68,262,0.41,211,,,
1686657787,0.56,307,0.5,288,,,
1686744657,0.51,379,0.46,295,,,
1686831296,0.56,336,0.48,288,,,
1686917960,0.54,331,0.48,280,,,
1687004665,0.51,355,0.48,239,,,
1687091325,0.47,412,0.48,276,,,
1687177913,0.47,348,0.48,311,,,
1687264542,0.53,366,0.48,274,,,
1687351227,0.57,360,0.48,226,,,
1687442007,0.59,303,0.5,295,,,
1687535657,0.67,299,0.5,279,,,
1687609972,0.62,323,0.55,282,,,
1687703289,0.46,359,0.36,402,,,
1687777663,0.52,316,0.36,401,,,
1687870125,0.54,288,0.39,402,,,
1687963155,0.43,318,0.39,493,,,
1688037574,0.41,304,0.39,468,,,
1688130381,0.47,288,0.39,292,,,
1688223376,0.52,231,0.43,336,,,
1688297825,0.52,228,0.44,294,,,
1688390849,0.44,294,0.45,392,,,
1688483867,0.42,270,0.39,297,,,
1688558273,0.62,262,0.4,308,,,
1688650885,0.51,297,0.41,300,,,
1688743891,0.51,270,0.41,333,,,
1688818345,0.44,368,0.45,512,,,
1688913872,0.61,333,0.42,590,,,
1688988457,0.5,352,0.42,570,,,
1689091115,0.46,332,0.36,497,,,
1689165736,0.43,366,0.37,507,,,
1689258694,0.63,345,0.45,463,,,
1689333185,0.46,382,0.47,549,,,
1689426195,0.41,355,0.42,488,,,
