Timestamp,Price,Volume,Field4,Field5,Field6,Field7,Field8
1656596330,0.06,57,0.0,0,,,
1656683925,0.08,108,0.0,0,,,
1656770320,0.09,104,0.0,0,,,
1656856717,0.08,58,0.0,0,,,
1656943115,0.1,54,0.0,0,,,
1657029733,0.1,51,0.0,0,,,
1657116128,0.08,64,0.0,0,,,
1657202526,0.07,69,0.0,0,,,
1657288917,0.09,61,0.0,0,,,
1657375356,0.08,61,0.0,0,,,
1657461757,0.08,64,0.0,0,,,
1657548202,0.09,50,0.0,0,,,
1657634600,0.08,51,0.0,0,,,
1657721011,0.08,95,0.0,0,,,
1657807408,0.08,103,0.0,0,,,
1657893844,0.08,106,0.0,0,,,
1657980237,0.09,90,0.0,0,,,
1658066599,0.08,101,0.0,0,,,
1658153036,0.08,102,0.0,0,,,
1658239435,0.08,92,0.0,0,,,
1658325829,0.06,114,0.0,0,,,
1658412414,0.06,124,0.0,0,,,
1658498817,0.1,115,0.0,0,,,
1658585211,0.07,124,0.0,0,,,
1658671610,0.06,125,0.0,0,,,
1658758010,0.07,120,0.0,0,,,
1658844405,0.06,115,0.0,0,,,
1658930801,0.07,116,0.0,0,,,
1659017198,0.08,117,0.0,0,,,
1659103593,0.08,116,0.0,0,,,
1659189990,0.06,118,0.0,0,,,
1659276383,0.07,122,0.0,0,,,
1659362778,0.08,111,0.0,0,,,
1659449255,0.07,118,0.0,0,,,
1659535651,0.06,119,0.0,0,,,
1659622048,0.09,146,0.0,0,,,
1659708436,0.09,141,0.0,0,,,
1659794835,0.07,147,0.0,0,,,
1659881253,0.06,63,0.0,0,,,
1659967821,0.08,65,0.0,0,,,
1660054247,0.08,71,0.0,0,,,
1660140640,0.08,72,0.0,0,,,
1660227036,0.1,65,0.0,0,,,
1660313791,0.1,73,0.0,0,,,
1660400193,0.1,75,0.0,0,,,
1660486609,0.1,70,0.0,0,,,
1660573042,0.1,80,0.0,0,,,
1660659448,0.07,87,0.0,0,,,
1660745844,0.07,75,0.0,0,,,
1660832259,0.08,71,0.0,0,,,
1660918656,0.08,73,0.0,0,,,
1661005060,0.08,78,0.0,0,,,
1661091454,0.08,79,0.0,0,,,
1661177850,0.08,81,0.0,0,,,
1661264245,0.25,42,0.0,0,,,
1661350641,0.11,131,0.0,0,,,
1661437035,0.11,129,0.0,0,,,
1661523432,0.11,133,0.0,0,,,
1661609824,0.13,111,0.0,0,,,
1661696219,0.09,117,0.0,0,,,
1661782621,0.1,75,0.0,0,,,
1661869027,0.1,66,0.0,0,,,
1661955388,0.08,59,0.0,0,,,
1662041779,0.08,74,0.0,0,,,
1662128162,0.09,68,0.0,0,,,
1662214552,0.08,63,0.0,0,,,
1662300946,0.1,64,0.0,0,,,
1662387341,0.13,62,0.0,0,,,
1662473706,0.09,76,0.0,0,,,
1662560102,0.08,85,0.0,0,,,
1662646493,0.08,124,0.0,0,,,
1662719680,0.13,110,0.0,0,,,
1662777276,0.08,120,0.0,0,,,
1662892051,0.08,122,0.0,0,,,
1662978856,0.09,129,0.0,0,,,
1663065245,0.08,132,0.0,0,,,
1663151768,0.07,126,0.0,0,,,
1663238181,0.09,113,0.0,0,,,
1663324595,0.08,108,0.0,0,,,
1663410998,0.07,104,0.0,0,,,
1663497407,0.09,92,0.0,0,,,
1663583820,0.09,75,0.0,0,,,
1663670229,0.1,64,0.0,0,,,
1663756620,0.09,84,0.0,0,,,
1663843016,0.08,90,0.0,0,,,
1663929410,0.08,88,0.0,0,,,
1664015590,0.08,90,0.0,0,,,
1664101986,0.08,84,0.0,0,,,
1664188311,0.07,81,0.0,0,,,
1664274704,0.08,80,0.0,0,,,
1664361031,0.1,67,0.0,0,,,
1664447422,0.07,79,0.0,0,,,
1664533614,0.08,76,0.0,0,,,
1664619791,0.07,78,0.0,0,,,
1664706186,0.11,92,0.0,0,,,
1664792428,0.1,85,0.0,0,,,
1664878628,0.1,75,0.0,0,,,
1664965040,0.1,75,0.0,0,,,
1665051265,0.08,80,0.0,0,,,
1665137671,0.08,79,0.0,0,,,
1665224079,0.08,101,0.0,0,,,
1665310487,0.1,99,0.0,0,,,
1665396881,0.12,71,0.0,0,,,
1665483311,0.1,78,0.0,0,,,
1665569701,0.09,72,0.0,0,,,
1665656093,0.17,71,0.0,0,,,
1665742494,0.09,82,0.0,0,,,
