Timestamp,Price,Volume,Field4,Field5,Field6,Field7,Field8
1656583152,26.99,20,0.0,0,,,
1656675294,26.98,21,0.0,0,,,
1656761699,26.0,21,0.0,0,,,
1656848095,26.77,17,0.0,0,,,
1656934489,26.66,18,0.0,0,,,
1657020887,26.56,15,0.0,0,,,
1657108498,26.5,14,0.0,0,,,
1657194910,26.66,13,0.0,0,,,
1657281362,26.45,15,0.0,0,,,
1657368058,26.65,13,0.0,0,,,
1657454457,26.99,11,0.0,0,,,
1657541019,25.9,15,0.0,0,,,
1657627444,25.49,21,0.0,0,,,
1657713879,25.0,18,0.0,0,,,
1657800277,24.93,16,0.0,0,,,
1657886675,26.56,12,0.0,0,,,
1657973068,26.56,12,0.0,0,,,
1658059515,27.2,7,0.0,0,,,
1658145935,26.99,9,0.0,0,,,
1658232330,26.69,16,0.0,0,,,
1658318738,26.67,15,0.0,0,,,
1658405130,26.54,19,0.0,0,,,
1658491529,26.1,14,0.0,0,,,
1658577959,26.79,10,0.0,0,,,
1658664361,26.79,14,0.0,0,,,
1658750767,25.8,22,0.0,0,,,
1658837162,24.99,21,0.0,0,,,
1658923585,25.22,18,0.0,0,,,
1659009996,24.77,16,0.0,0,,,
1659096396,24.98,16,0.0,0,,,
1659182792,23.9,15,0.0,0,,,
1659269284,24.3,19,0.0,0,,,
1659355718,24.23,23,0.0,0,,,
1659442268,24.21,24,0.0,0,,,
1659528663,24.11,20,0.0,0,,,
1659615058,23.89,24,0.0,0,,,
1659701500,24.25,17,0.0,0,,,
1659787973,24.19,15,0.0,0,,,
1659874377,24.5,12,0.0,0,,,
1659960954,27.55,16,0.0,0,,,
1660047348,26.79,16,0.0,0,,,
1660133759,26.25,14,0.0,0,,,
1660220164,25.42,16,0.0,0,,,
1660306934,27.3,11,0.0,0,,,
1660393335,26.9,15,0.0,0,,,
1660479740,26.79,14,0.0,0,,,
1660566192,26.9,15,0.0,0,,,
1660652582,26.99,14,0.0,0,,,
1660738980,26.79,17,0.0,0,,,
1660825380,26.44,12,0.0,0,,,
1660911777,26.7,14,0.0,0,,,
1660998174,26.6,15,0.0,0,,,
1661084566,26.29,15,0.0,0,,,
1661170976,28.0,10,0.0,0,,,
1661257372,30.29,17,0.0,0,,,
1661343770,29.99,21,0.0,0,,,
1661430150,29.69,21,0.0,0,,,
1661516545,29.5,19,0.0,0,,,
1661602936,28.8,25,0.0,0,,,
1661689325,28.3,28,0.0,0,,,
1661775719,27.75,28,0.0,0,,,
1661862109,26.7,28,0.0,0,,,
1661948504,26.0,26,0.0,0,,,
1662034849,25.98,27,0.0,0,,,
1662121240,27.49,20,0.0,0,,,
1662207631,27.7,20,0.0,0,,,
1662294038,27.69,22,0.0,0,,,
1662380460,27.59,18,0.0,0,,,
1662466852,27.6,19,0.0,0,,,
1662553247,27.6,18,0.0,0,,,
1662640016,28.0,17,0.0,0,,,
1662737779,28.69,13,0.0,0,,,
1662795377,28.57,17,0.0,0,,,
1662910159,30.0,12,0.0,0,,,
1662996940,30.45,13,0.0,0,,,
1663083400,30.35,15,0.0,0,,,
1663169872,30.0,17,0.0,0,,,
1663256436,28.89,20,0.0,0,,,
1663342877,28.89,20,0.0,0,,,
1663429354,28.79,20,0.0,0,,,
1663515803,29.99,15,0.0,0,,,
1663602213,29.82,21,0.0,0,,,
1663688619,29.1,24,0.0,0,,,
1663775075,29.0,15,0.0,0,,,
1663861468,29.16,15,0.0,0,,,
1663947851,28.76,17,0.0,0,,,
1664034244,28.46,18,0.0,0,,,
1664120633,28.87,15,0.0,0,,,
1664207028,28.67,19,0.0,0,,,
1664293417,28.66,14,0.0,0,,,
1664379811,28.59,18,0.0,0,,,
1664466201,28.55,21,0.0,0,,,
1664552569,28.58,17,0.0,0,,,
1664638963,28.57,19,0.0,0,,,
1664725354,28.45,15,0.0,0,,,
1664811792,29.15,10,0.0,0,,,
1664898207,30.12,12,0.0,0,,,
1664984617,29.31,16,0.0,0,,,
1665071021,29.09,15,0.0,0,,,
1665157428,28.97,15,0.0,0,,,
1665243835,28.88,18,0.0,0,,,
1665330236,26.8,22,0.0,0,,,
1665416630,27.0,14,0.0,0,,,
1665503022,29.64,19,0.0,0,,,
1665589404,29.3,19,0.0,0,,,
1665675806,29.0,21,0.0,0,,,
1665762209,29.5,9,0.0,0,,,
1665848604,29.4,8,0.0,0,,,
1665934993,29.35,10,0.0,0,,,
1666021388,29.34,14,0.0,0,,,
1666107787,29.0,17,0.0,0,,,
