Strategy,Total Return (%),Sharpe Ratio,Max Drawdown (%),Total Trades,Win Trades,Loss Trades,Win Rate (%),printlog,commission,initial_cash,trigger_up_threshold,trigger_down_threshold,holding_days,stop_loss_pct,take_profit_pct
StrategyMomentumDualBroad,0.8484761589406377,-2.0118486996230867,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,20,3.0,5.0
StrategyMomentumDualBroad,0.8484761589406377,-2.0118486996230867,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,20,5.0,5.0
StrategyMomentumDualBroad,0.8484761589406377,-2.0118486996230867,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,20,10.0,5.0
StrategyMomentumDualBroad,0.8484761589406377,-2.0118486996230867,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,20,7.0,5.0
StrategyMomentumDualBroad,0.8471427120874054,-2.0115152900364492,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,15,7.0,5.0
StrategyMomentumDualBroad,0.8471427120874054,-2.0115152900364492,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,15,3.0,5.0
StrategyMomentumDualBroad,0.8471427120874054,-2.0115152900364492,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,15,5.0,5.0
StrategyMomentumDualBroad,0.8471427120874054,-2.0115152900364492,,22,18,4,81.81818181818183,False,0.001,100000.0,0.1,-0.1,15,10.0,5.0
StrategyMomentumDualBroad,0.83927445838477,-2.0455823058894547,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,10.0,10.0
StrategyMomentumDualBroad,0.83927445838477,-2.0455823058894547,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,7.0,10.0
StrategyMomentumDualBroad,0.83927445838477,-2.0455823058894547,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,3.0,10.0
StrategyMomentumDualBroad,0.83927445838477,-2.0455823058894547,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,5.0,10.0
StrategyMomentumDualBroad,0.8379408888252877,-2.045221452785982,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,7.0,10.0
StrategyMomentumDualBroad,0.8379408888252877,-2.045221452785982,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,5.0,10.0
StrategyMomentumDualBroad,0.8379408888252877,-2.045221452785982,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,10.0,10.0
StrategyMomentumDualBroad,0.8379408888252877,-2.045221452785982,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,3.0,10.0
StrategyMomentumDualBroad,0.819754800264918,-1.9965165182588966,,19,15,4,78.94736842105263,False,0.001,100000.0,0.1,-0.5,20,3.0,5.0
StrategyMomentumDualBroad,0.819754800264918,-1.9965165182588966,,19,15,4,78.94736842105263,False,0.001,100000.0,0.1,-0.5,20,5.0,5.0
StrategyMomentumDualBroad,0.819754800264918,-1.9965165182588966,,19,15,4,78.94736842105263,False,0.001,100000.0,0.1,-0.5,20,7.0,5.0
StrategyMomentumDualBroad,0.819754800264918,-1.9965165182588966,,19,15,4,78.94736842105263,False,0.001,100000.0,0.1,-0.5,20,10.0,5.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,3.0,15.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,7.0,20.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,5.0,15.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,5.0,20.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,10.0,20.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,3.0,20.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,10.0,15.0
StrategyMomentumDualBroad,0.8100063530162063,-2.1586328441022244,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,20,7.0,15.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,3.0,20.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,5.0,15.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,7.0,15.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,3.0,15.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,5.0,20.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,10.0,15.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,7.0,20.0
StrategyMomentumDualBroad,0.8086723930864527,-2.158176644577468,,22,17,5,77.27272727272727,False,0.001,100000.0,0.1,-0.1,15,10.0,20.0
StrategyMomentumDualBroad,0.8023143336508578,-1.9977692485358103,,20,16,4,80.0,False,0.001,100000.0,0.1,-0.5,15,7.0,5.0
StrategyMomentumDualBroad,0.8023143336508578,-1.9977692485358103,,20,16,4,80.0,False,0.001,100000.0,0.1,-0.5,15,10.0,5.0
StrategyMomentumDualBroad,0.8023143336508578,-1.9977692485358103,,20,16,4,80.0,False,0.001,100000.0,0.1,-0.5,15,5.0,5.0
StrategyMomentumDualBroad,0.8023143336508578,-1.9977692485358103,,20,16,4,80.0,False,0.001,100000.0,0.1,-0.5,15,3.0,5.0
StrategyMomentumDualBroad,0.7885922814618085,-2.111227365941436,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,10.0,10.0
StrategyMomentumDualBroad,0.7885922814618085,-2.111227365941436,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,3.0,10.0
StrategyMomentumDualBroad,0.7885922814618085,-2.111227365941436,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,5.0,10.0
StrategyMomentumDualBroad,0.7885922814618085,-2.111227365941436,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,7.0,10.0
StrategyMomentumDualBroad,0.7749133460121596,-2.1646978236805636,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,3.0,10.0
StrategyMomentumDualBroad,0.7749133460121596,-2.1646978236805636,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,10.0,10.0
StrategyMomentumDualBroad,0.7749133460121596,-2.1646978236805636,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,7.0,10.0
StrategyMomentumDualBroad,0.7749133460121596,-2.1646978236805636,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,5.0,10.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,5.0,10.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,5.0,15.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,10.0,10.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,7.0,20.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,3.0,20.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,3.0,10.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,10.0,20.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,5.0,20.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,10.0,15.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,7.0,15.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,3.0,15.0
StrategyMomentumDualBroad,0.7714193550771927,-2.3111856857983732,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,7.0,10.0
StrategyMomentumDualBroad,0.7712263098364461,-2.17945764518409,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,3.0,5.0
StrategyMomentumDualBroad,0.7712263098364461,-2.17945764518409,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,10.0,5.0
StrategyMomentumDualBroad,0.7712263098364461,-2.17945764518409,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,7.0,5.0
StrategyMomentumDualBroad,0.7712263098364461,-2.17945764518409,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,5.0,5.0
StrategyMomentumDualBroad,0.7653892689981335,-2.203135642369285,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,10.0,10.0
StrategyMomentumDualBroad,0.7653892689981335,-2.203135642369285,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,5.0,10.0
StrategyMomentumDualBroad,0.7653892689981335,-2.203135642369285,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,3.0,10.0
StrategyMomentumDualBroad,0.7653892689981335,-2.203135642369285,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,7.0,10.0
StrategyMomentumDualBroad,0.7609001783104945,-2.3587514901084745,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,10.0,5.0
StrategyMomentumDualBroad,0.7609001783104945,-2.3587514901084745,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,3.0,5.0
StrategyMomentumDualBroad,0.7609001783104945,-2.3587514901084745,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,7.0,5.0
StrategyMomentumDualBroad,0.7609001783104945,-2.3587514901084745,,25,19,6,76.0,False,0.001,100000.0,0.1,-0.1,10,5.0,5.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,10.0,20.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,10.0,15.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,5.0,15.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,7.0,20.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,5.0,20.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,3.0,20.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,7.0,15.0
StrategyMomentumDualBroad,0.7593093364480039,-2.2282136419596146,,16,12,4,75.0,False,0.001,100000.0,0.1,-2.0,20,3.0,15.0
StrategyMomentumDualBroad,0.7554501461400335,-2.244356163650166,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,10.0,10.0
StrategyMomentumDualBroad,0.7554501461400335,-2.244356163650166,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,7.0,10.0
StrategyMomentumDualBroad,0.7554501461400335,-2.244356163650166,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,5.0,10.0
StrategyMomentumDualBroad,0.7554501461400335,-2.244356163650166,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,3.0,10.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,10.0,20.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,10.0,15.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,3.0,15.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,7.0,15.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,5.0,15.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,7.0,20.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,5.0,20.0
StrategyMomentumDualBroad,0.7456263945425571,-2.286256638243327,,17,12,5,70.58823529411765,False,0.001,100000.0,0.1,-1.5,20,3.0,20.0
StrategyMomentumDualBroad,0.7379984599085728,-2.243902775821587,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,3.0,10.0
StrategyMomentumDualBroad,0.7379984599085728,-2.243902775821587,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,5.0,10.0
StrategyMomentumDualBroad,0.7379984599085728,-2.243902775821587,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,7.0,10.0
StrategyMomentumDualBroad,0.7379984599085728,-2.243902775821587,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,10.0,10.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,3.0,15.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,7.0,20.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,3.0,20.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,10.0,15.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,10.0,20.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,5.0,15.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,7.0,15.0
StrategyMomentumDualBroad,0.7360995276753574,-2.3280377737658853,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-1.0,20,5.0,20.0
StrategyMomentumDualBroad,0.7325539595597063,-2.266802417483697,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,7.0,10.0
StrategyMomentumDualBroad,0.7325539595597063,-2.266802417483697,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,10.0,10.0
StrategyMomentumDualBroad,0.7325539595597063,-2.266802417483697,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,3.0,10.0
StrategyMomentumDualBroad,0.7325539595597063,-2.266802417483697,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,5.0,10.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,7.0,15.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,7.0,20.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,5.0,20.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,10.0,20.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,3.0,20.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,5.0,15.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,10.0,15.0
StrategyMomentumDualBroad,0.7261574931027682,-2.3728960709633755,,18,13,5,72.22222222222221,False,0.001,100000.0,0.1,-0.5,20,3.0,15.0
StrategyMomentumDualBroad,0.7187391607823321,-2.3258338731972437,,25,17,8,68.0,False,0.001,100000.0,0.1,-0.5,10,10.0,5.0
StrategyMomentumDualBroad,0.7187391607823321,-2.3258338731972437,,25,17,8,68.0,False,0.001,100000.0,0.1,-0.5,10,5.0,5.0
StrategyMomentumDualBroad,0.7187391607823321,-2.3258338731972437,,25,17,8,68.0,False,0.001,100000.0,0.1,-0.5,10,3.0,5.0
StrategyMomentumDualBroad,0.7187391607823321,-2.3258338731972437,,25,17,8,68.0,False,0.001,100000.0,0.1,-0.5,10,7.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.0,10,10.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.0,10,5.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.0,10,3.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.5,10,3.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.5,10,10.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.5,10,5.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.0,10,7.0,5.0
StrategyMomentumDualBroad,0.716666182122806,-2.334998077660521,,25,17,8,68.0,False,0.001,100000.0,0.1,-1.5,10,7.0,5.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,10.0,15.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,10.0,20.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,3.0,20.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,5.0,20.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,7.0,20.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,7.0,15.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,3.0,15.0
StrategyMomentumDualBroad,0.7087006936143156,-2.3714492724785607,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-0.5,15,5.0,15.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,10.0,15.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,3.0,15.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,3.0,20.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,5.0,20.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,5.0,15.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,7.0,15.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,10.0,20.0
StrategyMomentumDualBroad,0.7032545978713284,-2.396378946712284,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.0,15,7.0,20.0
StrategyMomentumDualBroad,0.6969192961095396,-2.3261525874842577,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,10.0,5.0
StrategyMomentumDualBroad,0.6969192961095396,-2.3261525874842577,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,5.0,5.0
StrategyMomentumDualBroad,0.6969192961095396,-2.3261525874842577,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,3.0,5.0
StrategyMomentumDualBroad,0.6969192961095396,-2.3261525874842577,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,7.0,5.0
StrategyMomentumDualBroad,0.691994535479491,-2.4484595470747217,,25,17,8,68.0,False,0.001,100000.0,0.1,-2.0,10,3.0,5.0
StrategyMomentumDualBroad,0.6916389142564852,-2.306575438826359,,14,10,4,71.42857142857143,False,0.001,100000.0,0.5,-0.1,15,7.0,10.0
StrategyMomentumDualBroad,0.6916389142564852,-2.306575438826359,,14,10,4,71.42857142857143,False,0.001,100000.0,0.5,-0.1,15,10.0,10.0
StrategyMomentumDualBroad,0.6916389142564852,-2.306575438826359,,14,10,4,71.42857142857143,False,0.001,100000.0,0.5,-0.1,15,5.0,10.0
StrategyMomentumDualBroad,0.6916389142564852,-2.306575438826359,,14,10,4,71.42857142857143,False,0.001,100000.0,0.5,-0.1,15,3.0,10.0
StrategyMomentumDualBroad,0.6882097248700993,-2.404840045552911,,11,9,2,81.81818181818183,False,0.001,100000.0,0.5,-2.0,20,7.0,5.0
StrategyMomentumDualBroad,0.6882097248700993,-2.404840045552911,,11,9,2,81.81818181818183,False,0.001,100000.0,0.5,-2.0,20,10.0,5.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,10.0,15.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,5.0,20.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,5.0,10.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,3.0,15.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,3.0,20.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,7.0,15.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,5.0,15.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,7.0,10.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,7.0,20.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,10.0,20.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,10.0,10.0
StrategyMomentumDualBroad,0.6842466938324511,-2.486631577522665,,19,14,5,73.68421052631578,False,0.001,100000.0,0.1,-1.5,15,3.0,10.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,10.0,15.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,7.0,20.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,10.0,20.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,10.0,10.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,7.0,15.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,3.0,10.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,3.0,20.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,3.0,15.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,5.0,10.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,5.0,20.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,5.0,15.0
StrategyMomentumDualBroad,0.683571676162804,-2.385587525802121,,7,7,0,100.0,False,0.001,100000.0,1.0,-2.0,20,7.0,10.0
StrategyMomentumDualBroad,0.6766949465068356,-2.3748269465726857,,13,9,4,69.23076923076923,False,0.001,100000.0,0.5,-0.1,20,10.0,10.0
StrategyMomentumDualBroad,0.6766949465068356,-2.3748269465726857,,13,9,4,69.23076923076923,False,0.001,100000.0,0.5,-0.1,20,3.0,10.0
StrategyMomentumDualBroad,0.6766949465068356,-2.3748269465726857,,13,9,4,69.23076923076923,False,0.001,100000.0,0.5,-0.1,20,5.0,10.0
